timestamp,price,volume,market_cap,ema_14,rsi_14,pct_price,pct_volume,volatility,volatility_pct,fg_index,predicted_trend
2025-05-15 13:04:54.118,102608.73433980295,27467633963.558823,2038480336500.4163,102545.6468271722,39.1355239924138,0.28964245553197987,2.2441058322516527,654.2690312751041,0.63763483243873,50.72532524864441,1
2025-05-15 14:06:34.803,102271.11362732355,26827679106.357086,2030998878969.7842,102509.04240052571,35.49420276641946,-0.32903701098322413,-2.32985068189987,634.8497020533301,0.6207517250342317,49.10735481853333,1
2025-05-15 15:04:50.299,101853.27241327312,26025615205.022686,2023152705824.9617,102421.60640222537,28.684307942307683,-0.4085622999794869,-2.9896879940849663,665.2873775078567,0.6531821332243803,48.87435046846028,1
2025-05-15 16:04:55.461,103086.80093931165,26700883004.472263,2046873806837.803,102510.29900717021,49.40645781807123,1.2110838432696003,2.5946276164079185,656.5289974747055,0.6368700856875086,51.199134813661466,1
2025-05-15 17:07:31.765,103777.5914622185,27453085251.49454,2059900717082.5928,102679.27133450998,55.95240258793884,0.6701056940485728,2.8171437135479316,674.6065567908792,0.6500503117153937,51.04818036051227,1
2025-05-15 18:09:34.005,103977.5367463436,28199796628.416557,2066375591652.6494,102852.37338942112,60.18309235665806,0.19266710790633024,2.7199543150850936,709.2413695575307,0.6821101862489268,50.82484211906317,1
2025-05-15 19:03:02.209,103060.49374205088,27540117796.96719,2046764295176.6123,102880.12276977175,51.18291079689665,-0.8819626171082229,-2.3393035068367096,702.9881993379156,0.6821121981982912,48.87721268128587,1
2025-05-15 20:04:59.415,103087.36701019295,29362381014.472034,2047685092842.4854,102907.75533516124,55.39506761103893,0.026075237141132135,6.616758980259396,693.2397813035416,0.6724779198551033,51.928209996948766,1
2025-05-15 21:04:57.432,103429.09594246546,30336916425.935246,2054638123923.1973,102977.26741613515,58.90826387823751,0.3314944810247411,3.3189931394967065,688.7411463645068,0.6659065711525054,51.06170507714366,1
2025-05-15 22:04:52.893,103169.59627070383,30656404371.612667,2049482394105.6672,103002.91126341098,60.881093367883715,-0.2508962003361037,1.0531325636124578,672.8546454595038,0.6521830750350318,50.150362981445795,1
2025-05-15 23:08:50.326,103553.93506366151,31667762086.352634,2057126470477.6018,103076.3811034444,60.873635711280116,0.372531062299819,3.2990095722917445,675.2609445794704,0.6520862236324891,51.07350667424421,1
2025-05-16 00:09:52.942,103782.3671140446,30339630860.782143,2060924890542.3162,103170.51257152442,67.0902526316049,0.22059234180009657,-4.1939535289828855,687.7529445083679,0.6626876642277859,48.76378211160239,1
2025-05-16 01:09:59.990,103812.14447323454,33064315408.301292,2062819487481.999,103256.06349175243,66.95269212176046,0.028692117956063967,8.980612058273763,688.6048299549054,0.6633181825200091,52.63932864641255,1
2025-05-16 02:09:46.666,104095.83301023155,33489990023.571487,2066537921322.3394,103368.03276088298,65.78977618985644,0.2732710497760138,1.287413968847284,732.8090313776986,0.7039753755615472,50.425135073008434,1
2025-05-16 03:04:37.759,104209.18515019871,33731041786.70638,2070157516852.2144,103480.18641279175,64.64418081418192,0.10889210133513405,0.7197725737309257,780.8349514047552,0.749295707743346,50.18455904187899,1
2025-05-16 04:04:55.983,104106.84509644518,33821586765.680195,2068351310182.0273,103563.74090394554,67.55276826296873,-0.09820636598014687,0.26843220421819414,816.5670050011568,0.7843547696068249,49.962811637912715,1
2025-05-16 05:09:53.147,103921.6763892081,33753475348.98714,2064382070073.2463,103611.46563531389,70.69850035254811,-0.17786410400346675,-0.20138445060232657,838.598349308471,0.8069522918084455,49.78774379403706,1
2025-05-16 06:08:32.591,103957.37600357285,32030211509.615707,2065068571300.7703,103657.58701774842,61.45892174053439,0.03435242348386325,-5.105441207324879,849.6271537474652,0.8172841470318227,48.4003801924929,1
2025-05-16 07:04:55.010,103992.82840419417,33657738839.70481,2065958935505.197,103702.28586927452,53.423698272703426,0.034102823661208426,5.081225672207967,852.1155248387897,0.819398354593097,51.456068995667565,1
2025-05-16 08:07:16.320,103754.42490400397,32607778348.272522,2061896652674.8127,103709.23774057179,46.49393456016722,-0.22924994333607396,-3.1195217730838443,812.4635837557929,0.7830640326978857,48.89413708747063,1
2025-05-16 09:09:52.578,103448.92558696079,32677227392.90903,2054291356562.896,103674.52945342366,57.55629196160102,-0.29444461508589814,0.21298306157122582,784.394297519561,0.7582430586581461,49.8702927665712,1
2025-05-16 10:04:44.423,103745.43202947287,31211022825.12259,2060790426457.0938,103683.98313023023,61.58611062619565,0.28662109425470206,-4.486930761159402,719.8450138591694,0.6938570689595951,48.699183502458105,1
2025-05-16 11:08:18.896,103870.40503140159,32870810809.577324,2062894046864.176,103708.83938371975,58.4118747759802,0.12046120921567205,5.317954473182884,647.0428959382249,0.6229328707658491,51.58127753856455,1
2025-05-16 12:01:09.062,103672.28959796879,32447960332.94747,2059631142659.778,103703.96607895297,59.81153210037353,-0.19073328285655888,-1.2864011145920617,600.6452886903606,0.5793691747521016,49.47984943500455,1
2025-05-16 13:04:53.085,103626.44459045639,31965809779.44453,2058729977449.8574,103693.62988048675,51.63070753448972,-0.04422108134216618,-1.4859194493447636,569.3435019416906,0.5494191219160336,49.481593820468106,1
2025-05-16 14:05:00.515,103878.14561854265,31951195664.789886,2064248710380.6426,103718.23197889421,52.13170584028788,0.24289266034458468,-0.04571795538882428,502.67048074052036,0.48390397975182153,50.035051279546,1
2025-05-16 15:04:01.870,103647.16205373578,31484128244.788094,2059091039258.8926,103708.75598887309,46.62988761309831,-0.2223601157216204,-1.4618151536547996,333.5190833733995,0.32178313111987267,49.44033309450293,1
2025-05-16 16:09:49.969,104160.56764282625,31081156014.252716,2068812384872.6875,103768.99754273352,51.2088878247597,0.4953397458430153,-1.279921830460995,320.23438862918186,0.30744301406582925,49.783415047792325,1
